F1, F2, F3, F4, F5, F6, F7, F8, F9, F10, F11, F12, F13, F14, F15, F16, F17, F18, F19, F20, F21, F22, F23, F24, F25, F26, Class
26, 0, 12, 13, 12, 10, 36, 31, 7, 0, 21, 35, 12, 17, 0, 48, 12, 22, 61, 32, 0, 17, 5, 0, 14, 0, DNA
4, 0, 3, 7, 11, 4, 19, 9, 13, 0, 22, 11, 2, 10, 0, 4, 8, 7, 8, 10, 0, 12, 2, 0, 8, 0, DNA
14, 0, 2, 22, 14, 9, 9, 7, 22, 0, 20, 25, 9, 17, 0, 7, 11, 12, 10, 10, 0, 20, 1, 0, 6, 0, DNA
5, 0, 0, 6, 4, 2, 5, 0, 1, 0, 7, 12, 6, 8, 0, 2, 10, 6, 4, 6, 0, 10, 0, 0, 4, 0, DNA
43, 0, 11, 18, 27, 26, 43, 15, 30, 0, 24, 37, 19, 40, 0, 41, 28, 31, 60, 37, 0, 43, 3, 0, 15, 0, DNA
27, 0, 2, 26, 46, 26, 49, 12, 54, 0, 57, 53, 11, 32, 0, 17, 18, 27, 33, 30, 0, 34, 8, 0, 21, 0, DNA
65, 0, 31, 39, 63, 24, 117, 40, 17, 0, 33, 89, 21, 35, 0, 149, 48, 66, 128, 58, 0, 44, 5, 0, 34, 0, DNA
5, 0, 9, 8, 2, 10, 3, 4, 5, 0, 17, 14, 3, 6, 0, 7, 4, 5, 5, 10, 0, 8, 1, 0, 2, 0, DNA
52, 0, 7, 10, 17, 10, 20, 1, 5, 0, 15, 28, 2, 11, 0, 41, 17, 25, 21, 10, 0, 15, 2, 0, 15, 0, DNA
96, 0, 20, 63, 107, 35, 108, 27, 100, 0, 122, 110, 29, 58, 0, 77, 95, 69, 59, 88, 0, 96, 37, 0, 39, 0, DNA
18, 0, 8, 29, 33, 25, 23, 16, 36, 0, 36, 60, 8, 27, 0, 27, 36, 26, 50, 35, 0, 31, 12, 0, 19, 0, DNA
27, 0, 10, 36, 35, 27, 21, 14, 35, 0, 39, 52, 17, 16, 0, 25, 24, 19, 39, 26, 0, 24, 1, 0, 18, 0, DNA
25, 0, 6, 38, 41, 21, 26, 13, 28, 0, 20, 39, 12, 29, 0, 32, 55, 46, 87, 49, 0, 29, 4, 0, 23, 0, DNA
18, 0, 2, 10, 23, 13, 18, 6, 16, 0, 20, 29, 5, 11, 0, 9, 3, 15, 13, 5, 0, 18, 0, 0, 4, 0, DNA
48, 0, 20, 56, 53, 32, 45, 16, 43, 0, 74, 72, 10, 42, 0, 47, 35, 45, 98, 41, 0, 45, 5, 0, 19, 0, DNA
19, 0, 3, 20, 36, 9, 11, 3, 4, 0, 43, 4, 6, 4, 0, 13, 2, 8, 11, 5, 0, 5, 2, 0, 7, 0, DNA
6, 0, 0, 2, 9, 1, 5, 1, 10, 0, 12, 9, 1, 2, 0, 2, 6, 3, 3, 6, 0, 8, 1, 0, 6, 0, DNA
14, 0, 1, 12, 14, 7, 12, 6, 11, 0, 20, 26, 7, 8, 0, 2, 12, 8, 4, 8, 0, 15, 1, 0, 7, 0, DNA
17, 0, 3, 13, 14, 11, 10, 4, 17, 0, 21, 18, 4, 16, 0, 22, 5, 17, 19, 15, 0, 12, 8, 0, 3, 0, DNA
10, 0, 1, 12, 17, 11, 16, 5, 11, 0, 17, 19, 2, 12, 0, 9, 7, 9, 8, 9, 0, 12, 6, 0, 9, 0, DNA
44, 0, 31, 29, 48, 8, 66, 15, 6, 0, 32, 89, 12, 11, 0, 87, 17, 76, 58, 24, 0, 28, 12, 0, 1, 0, DNA
31, 0, 8, 12, 18, 10, 39, 3, 9, 0, 12, 36, 4, 6, 0, 62, 12, 31, 34, 19, 0, 8, 3, 0, 8, 0, DNA
25, 0, 3, 22, 22, 10, 34, 8, 17, 0, 21, 40, 19, 29, 0, 58, 35, 24, 67, 34, 0, 26, 2, 0, 11, 0, DNA
33, 0, 4, 21, 25, 7, 23, 10, 29, 0, 25, 32, 8, 9, 0, 11, 8, 34, 28, 21, 0, 10, 4, 0, 14, 0, DNA
26, 0, 1, 18, 20, 5, 12, 13, 11, 0, 20, 22, 5, 19, 0, 23, 10, 18, 40, 22, 0, 21, 2, 0, 4, 0, DNA
26, 0, 5, 16, 26, 8, 21, 9, 15, 0, 19, 34, 8, 5, 0, 27, 16, 17, 37, 10, 0, 15, 11, 0, 10, 0, DNA
30, 0, 7, 11, 14, 7, 21, 8, 9, 0, 9, 45, 3, 7, 0, 33, 16, 18, 29, 26, 0, 12, 3, 0, 6, 0, DNA
25, 0, 14, 31, 50, 24, 31, 12, 22, 0, 61, 50, 8, 25, 0, 27, 17, 35, 61, 34, 0, 30, 10, 0, 13, 0, DNA
52, 0, 7, 22, 20, 20, 30, 11, 6, 0, 22, 24, 12, 14, 0, 44, 11, 23, 22, 20, 0, 23, 4, 0, 11, 0, DNA
51, 0, 3, 12, 10, 6, 23, 16, 6, 0, 14, 24, 17, 9, 0, 56, 14, 18, 38, 23, 0, 17, 2, 0, 17, 0, DNA
22, 0, 13, 3, 10, 7, 16, 6, 7, 0, 14, 14, 5, 10, 0, 16, 5, 12, 21, 8, 0, 8, 1, 0, 0, 0, DNA
15, 0, 3, 11, 14, 13, 15, 9, 13, 0, 11, 12, 2, 10, 0, 10, 4, 16, 18, 10, 0, 12, 4, 0, 12, 0, DNA
15, 0, 0, 11, 20, 13, 6, 10, 26, 0, 21, 24, 5, 10, 0, 12, 16, 8, 9, 8, 0, 8, 8, 0, 7, 0, DNA
21, 0, 1, 16, 24, 11, 11, 8, 10, 0, 12, 28, 4, 6, 0, 13, 13, 22, 19, 15, 0, 19, 3, 0, 13, 0, DNA
24, 0, 1, 7, 19, 8, 16, 3, 12, 0, 12, 23, 6, 4, 0, 11, 8, 11, 8, 9, 0, 17, 0, 0, 4, 0, DNA
17, 0, 1, 9, 9, 5, 19, 5, 11, 0, 4, 18, 2, 5, 0, 10, 5, 11, 7, 12, 0, 7, 2, 0, 6, 0, DNA
50, 0, 4, 40, 86, 29, 49, 11, 64, 0, 81, 64, 10, 17, 0, 38, 14, 50, 28, 26, 0, 55, 10, 0, 45, 0, DNA
54, 0, 5, 47, 78, 32, 53, 12, 53, 0, 77, 63, 10, 15, 0, 35, 13, 58, 22, 34, 0, 59, 10, 0, 45, 0, DNA
44, 0, 4, 38, 88, 27, 50, 14, 71, 0, 82, 67, 10, 19, 0, 36, 15, 45, 25, 31, 0, 52, 11, 0, 46, 0, DNA
13, 0, 1, 18, 8, 11, 14, 5, 20, 0, 13, 21, 7, 9, 0, 5, 7, 11, 15, 14, 0, 12, 0, 0, 8, 0, DNA
153, 0, 234, 157, 182, 88, 206, 69, 95, 0, 108, 228, 56, 98, 0, 176, 133, 142, 207, 152, 0, 225, 26, 0, 78, 0, DNA
30, 0, 5, 26, 22, 12, 26, 18, 15, 0, 24, 36, 17, 22, 0, 53, 23, 23, 46, 34, 0, 21, 9, 0, 24, 0, DNA
37, 0, 5, 15, 20, 9, 15, 9, 8, 0, 10, 70, 5, 17, 0, 13, 29, 23, 14, 16, 0, 16, 7, 0, 5, 0, DNA
12, 0, 1, 11, 12, 11, 9, 6, 17, 0, 21, 9, 3, 11, 0, 10, 12, 9, 17, 10, 0, 9, 1, 0, 15, 0, DNA
26, 0, 1, 19, 24, 10, 19, 3, 39, 0, 39, 34, 7, 25, 0, 15, 7, 18, 13, 12, 0, 28, 0, 0, 15, 0, DNA
60, 0, 10, 40, 63, 25, 60, 24, 36, 0, 52, 61, 14, 22, 0, 30, 25, 38, 25, 32, 0, 44, 18, 0, 25, 0, DNA
33, 0, 8, 13, 15, 14, 20, 4, 7, 0, 16, 23, 5, 13, 0, 14, 10, 18, 18, 13, 0, 11, 5, 0, 8, 0, DNA
9, 0, 4, 3, 12, 6, 9, 5, 8, 0, 13, 9, 4, 5, 0, 6, 4, 7, 8, 5, 0, 11, 0, 0, 3, 0, DNA
14, 0, 1, 20, 21, 3, 13, 6, 16, 0, 7, 22, 7, 5, 0, 8, 7, 21, 11, 17, 0, 24, 1, 0, 2, 0, DNA
15, 0, 1, 14, 28, 12, 8, 4, 27, 0, 23, 24, 8, 8, 0, 12, 12, 12, 20, 16, 0, 12, 0, 0, 22, 0, DNA
19, 0, 0, 24, 51, 23, 34, 10, 36, 0, 41, 39, 5, 12, 0, 18, 7, 25, 19, 12, 0, 25, 6, 0, 20, 0, DNA
41, 0, 5, 22, 29, 10, 17, 16, 16, 0, 29, 38, 10, 17, 0, 51, 34, 23, 63, 41, 0, 39, 2, 0, 2, 0, DNA
2, 0, 0, 1, 6, 2, 4, 0, 2, 0, 5, 3, 4, 3, 0, 2, 2, 6, 4, 0, 0, 5, 1, 0, 1, 0, DNA
26, 0, 7, 42, 36, 30, 41, 10, 45, 0, 65, 44, 16, 17, 0, 22, 13, 20, 24, 36, 0, 32, 11, 0, 38, 0, DNA
21, 0, 0, 22, 21, 22, 13, 5, 35, 0, 36, 25, 11, 28, 0, 12, 10, 13, 22, 14, 0, 22, 5, 0, 14, 0, DNA
8, 0, 0, 19, 13, 10, 9, 5, 20, 0, 18, 17, 5, 15, 0, 10, 7, 11, 12, 18, 0, 15, 2, 0, 9, 0, DNA
7, 0, 1, 13, 16, 10, 16, 6, 17, 0, 23, 29, 6, 17, 0, 8, 8, 12, 13, 13, 0, 14, 2, 0, 7, 0, DNA
2, 0, 0, 4, 14, 4, 4, 5, 11, 0, 14, 13, 4, 11, 0, 3, 4, 4, 11, 7, 0, 7, 2, 0, 4, 0, DNA
3, 0, 0, 0, 6, 0, 2, 0, 2, 0, 7, 6, 4, 2, 0, 0, 1, 2, 5, 2, 0, 2, 0, 0, 1, 0, DNA
60, 0, 9, 38, 27, 17, 45, 19, 15, 0, 38, 53, 14, 40, 0, 42, 27, 27, 78, 41, 0, 36, 1, 0, 16, 0, DNA
22, 0, 3, 40, 48, 17, 16, 10, 31, 0, 36, 55, 9, 32, 0, 30, 34, 18, 60, 25, 0, 37, 3, 0, 10, 0, DNA
36, 0, 8, 17, 13, 10, 23, 10, 8, 0, 7, 27, 5, 10, 0, 40, 6, 33, 27, 20, 0, 22, 7, 0, 5, 0, DNA
33, 0, 3, 18, 25, 8, 18, 4, 16, 0, 19, 35, 5, 10, 0, 15, 12, 25, 28, 21, 0, 22, 1, 0, 5, 0, DNA
66, 0, 23, 32, 42, 18, 89, 22, 42, 0, 33, 77, 31, 42, 0, 51, 67, 35, 87, 50, 0, 46, 4, 0, 21, 0, DNA
13, 0, 1, 4, 14, 11, 11, 0, 5, 0, 12, 13, 3, 2, 0, 7, 3, 10, 5, 4, 0, 12, 2, 0, 4, 0, DNA
13, 0, 1, 6, 21, 4, 13, 3, 11, 0, 20, 18, 9, 8, 0, 9, 13, 4, 15, 9, 0, 13, 2, 0, 4, 0, DNA
17, 0, 2, 13, 21, 11, 15, 15, 15, 0, 24, 43, 7, 6, 0, 12, 17, 25, 17, 21, 0, 19, 4, 0, 16, 0, DNA
35, 0, 13, 26, 30, 21, 40, 19, 29, 0, 28, 43, 20, 35, 0, 36, 67, 24, 43, 27, 0, 32, 7, 0, 19, 0, DNA
6, 0, 0, 13, 17, 5, 7, 0, 12, 0, 23, 20, 5, 11, 0, 4, 13, 6, 14, 8, 0, 10, 1, 0, 5, 0, DNA
19, 0, 2, 7, 14, 5, 6, 5, 11, 0, 14, 15, 7, 5, 0, 8, 7, 10, 13, 14, 0, 12, 1, 0, 6, 0, DNA
43, 0, 8, 26, 62, 19, 37, 14, 36, 0, 44, 76, 15, 28, 0, 93, 36, 46, 92, 36, 0, 33, 10, 0, 9, 0, DNA
15, 0, 5, 14, 10, 6, 16, 4, 6, 0, 8, 26, 7, 3, 0, 7, 10, 14, 17, 7, 0, 8, 3, 0, 8, 0, DNA
13, 0, 0, 8, 15, 2, 3, 6, 7, 0, 15, 15, 5, 7, 0, 1, 11, 13, 7, 6, 0, 10, 4, 0, 3, 0, DNA
21, 0, 3, 24, 23, 10, 13, 8, 22, 0, 15, 21, 9, 6, 0, 5, 14, 19, 11, 12, 0, 7, 1, 0, 13, 0, DNA
122, 0, 12, 83, 108, 37, 100, 23, 72, 0, 71, 124, 30, 41, 0, 60, 51, 106, 56, 71, 0, 106, 10, 0, 34, 0, DNA
30, 0, 3, 8, 18, 10, 40, 6, 7, 0, 15, 30, 10, 13, 0, 48, 11, 11, 35, 18, 0, 13, 4, 0, 20, 0, DNA
16, 0, 2, 11, 11, 5, 16, 4, 12, 0, 13, 23, 6, 7, 0, 6, 7, 21, 9, 10, 0, 9, 2, 0, 3, 0, DNA
26, 0, 1, 30, 27, 8, 27, 7, 22, 0, 15, 35, 3, 11, 0, 19, 8, 18, 25, 25, 0, 33, 1, 0, 9, 0, DNA
7, 0, 8, 13, 12, 7, 15, 4, 16, 0, 23, 12, 3, 14, 0, 6, 2, 10, 9, 10, 0, 13, 2, 0, 4, 0, DNA
7, 0, 4, 8, 13, 6, 12, 5, 3, 0, 19, 21, 5, 12, 0, 3, 10, 6, 7, 5, 0, 4, 1, 0, 6, 0, DNA
32, 0, 5, 19, 33, 18, 26, 19, 28, 0, 19, 45, 5, 15, 0, 16, 12, 24, 26, 18, 0, 26, 5, 0, 13, 0, DNA
23, 0, 2, 18, 28, 11, 22, 11, 29, 0, 29, 36, 14, 16, 0, 16, 15, 12, 29, 19, 0, 19, 1, 0, 12, 0, DNA
21, 0, 0, 8, 17, 5, 20, 5, 9, 0, 8, 11, 1, 3, 0, 15, 12, 19, 9, 5, 0, 11, 3, 0, 6, 0, DNA
12, 0, 0, 13, 24, 15, 8, 2, 9, 0, 24, 24, 8, 5, 0, 2, 4, 12, 7, 8, 0, 13, 2, 0, 8, 0, DNA
30, 0, 3, 27, 33, 10, 20, 12, 19, 0, 18, 29, 10, 23, 0, 20, 22, 32, 50, 27, 0, 18, 5, 0, 12, 0, DNA
23, 0, 1, 12, 14, 6, 21, 8, 12, 0, 8, 28, 8, 3, 0, 6, 12, 20, 12, 14, 0, 17, 1, 0, 6, 0, DNA
9, 0, 3, 5, 9, 2, 3, 2, 9, 0, 8, 14, 3, 3, 0, 4, 5, 5, 9, 7, 0, 5, 3, 0, 4, 0, DNA
36, 0, 8, 20, 31, 15, 19, 5, 8, 0, 14, 34, 8, 10, 0, 34, 10, 19, 56, 25, 0, 18, 2, 0, 8, 0, DNA
14, 0, 1, 9, 6, 5, 12, 4, 10, 0, 13, 13, 4, 6, 0, 3, 4, 7, 15, 13, 0, 7, 4, 0, 7, 0, DNA
104, 0, 15, 96, 123, 63, 88, 46, 91, 0, 93, 135, 37, 45, 0, 71, 41, 79, 72, 78, 0, 109, 10, 0, 48, 0, DNA
25, 0, 14, 26, 19, 14, 34, 11, 14, 0, 23, 28, 11, 11, 0, 20, 26, 23, 37, 19, 0, 20, 4, 0, 11, 0, DNA
70, 0, 16, 35, 51, 22, 65, 29, 41, 0, 34, 67, 15, 30, 0, 119, 57, 49, 93, 47, 0, 52, 4, 0, 29, 0, DNA
16, 0, 1, 10, 15, 2, 9, 4, 5, 0, 6, 20, 4, 2, 0, 8, 8, 20, 7, 7, 0, 10, 4, 0, 5, 0, DNA
29, 0, 16, 35, 37, 23, 30, 19, 38, 0, 25, 46, 24, 29, 0, 60, 51, 38, 71, 51, 0, 29, 6, 0, 23, 0, DNA
67, 0, 2, 44, 64, 26, 39, 14, 51, 0, 37, 76, 18, 29, 0, 25, 33, 56, 36, 32, 0, 43, 7, 0, 25, 0, DNA
15, 0, 1, 8, 20, 7, 15, 7, 21, 0, 12, 23, 9, 10, 0, 13, 14, 15, 21, 14, 0, 7, 0, 0, 11, 0, DNA
10, 0, 4, 7, 13, 3, 8, 5, 7, 0, 5, 15, 3, 8, 0, 5, 7, 11, 8, 7, 0, 6, 0, 0, 3, 0, DNA
14, 0, 0, 3, 10, 4, 6, 0, 3, 0, 11, 5, 2, 3, 0, 5, 1, 6, 6, 6, 0, 9, 0, 0, 0, 0, DNA
8, 0, 2, 13, 9, 2, 8, 3, 13, 0, 12, 16, 8, 8, 0, 5, 6, 7, 7, 10, 0, 8, 1, 0, 3, 0, DNA
32, 0, 6, 13, 31, 5, 15, 2, 20, 0, 23, 31, 5, 7, 0, 10, 5, 35, 17, 10, 0, 21, 2, 0, 10, 0, DNA
14, 0, 0, 5, 7, 4, 7, 0, 5, 0, 12, 5, 1, 5, 0, 3, 4, 4, 4, 3, 0, 7, 0, 0, 0, 0, DNA
36, 0, 2, 22, 31, 11, 30, 21, 13, 0, 25, 25, 11, 16, 0, 70, 45, 21, 51, 34, 0, 21, 5, 0, 19, 0, DNA
11, 0, 0, 18, 16, 12, 15, 7, 16, 0, 19, 24, 6, 21, 0, 4, 11, 15, 13, 9, 0, 18, 7, 0, 5, 0, DNA
29, 0, 3, 15, 19, 9, 16, 7, 22, 0, 10, 32, 3, 22, 0, 10, 10, 20, 20, 14, 0, 15, 2, 0, 8, 0, DNA
65, 0, 7, 47, 58, 32, 51, 29, 72, 0, 98, 125, 17, 56, 0, 88, 68, 37, 68, 81, 0, 74, 22, 0, 48, 0, DNA
12, 0, 4, 17, 28, 23, 14, 4, 36, 0, 52, 32, 7, 44, 0, 10, 12, 10, 31, 18, 0, 18, 4, 0, 19, 0, DNA
56, 0, 6, 14, 13, 6, 65, 13, 13, 0, 15, 20, 9, 24, 0, 13, 22, 19, 28, 23, 0, 10, 5, 0, 15, 0, DNA
21, 0, 14, 16, 28, 18, 27, 23, 14, 0, 24, 36, 11, 26, 0, 46, 21, 18, 47, 20, 0, 31, 8, 0, 16, 0, DNA
34, 0, 8, 14, 19, 11, 23, 13, 10, 0, 12, 38, 5, 5, 0, 23, 25, 27, 26, 14, 0, 19, 10, 0, 9, 0, DNA
44, 0, 22, 33, 24, 33, 48, 9, 16, 0, 27, 65, 6, 9, 0, 60, 26, 30, 69, 35, 0, 23, 4, 0, 14, 0, DNA
95, 0, 12, 63, 55, 27, 70, 31, 26, 0, 24, 124, 16, 20, 0, 69, 33, 66, 50, 57, 0, 66, 21, 0, 19, 0, DNA
14, 0, 0, 3, 7, 2, 7, 3, 7, 0, 20, 6, 3, 3, 0, 6, 3, 8, 13, 8, 0, 8, 0, 0, 5, 0, DNA
12, 0, 0, 3, 7, 2, 7, 3, 7, 0, 21, 6, 3, 3, 0, 6, 3, 7, 14, 9, 0, 8, 0, 0, 5, 0, DNA
12, 0, 0, 3, 7, 2, 7, 3, 8, 0, 20, 6, 3, 3, 0, 6, 3, 8, 15, 8, 0, 7, 0, 0, 5, 0, DNA
11, 0, 0, 3, 7, 2, 7, 3, 7, 0, 19, 6, 3, 3, 0, 6, 3, 9, 15, 9, 0, 8, 0, 0, 5, 0, DNA
10, 0, 0, 2, 8, 3, 6, 3, 9, 0, 20, 6, 3, 1, 0, 3, 3, 8, 18, 10, 0, 9, 0, 0, 5, 0, DNA
34, 0, 2, 12, 27, 17, 22, 3, 13, 0, 6, 33, 8, 17, 0, 20, 15, 31, 21, 16, 0, 27, 5, 0, 10, 0, DNA
6, 0, 1, 7, 14, 5, 5, 0, 10, 0, 7, 10, 7, 9, 0, 3, 9, 6, 9, 4, 0, 10, 0, 0, 5, 0, DNA
3, 0, 0, 11, 9, 2, 7, 0, 6, 0, 19, 7, 5, 2, 0, 6, 7, 8, 21, 2, 0, 8, 2, 0, 2, 0, DNA
6, 0, 0, 6, 9, 7, 4, 3, 5, 0, 12, 9, 5, 7, 0, 4, 3, 11, 7, 8, 0, 8, 4, 0, 7, 0, DNA
27, 0, 10, 27, 37, 13, 16, 9, 13, 0, 25, 37, 4, 18, 0, 35, 24, 26, 63, 17, 0, 24, 2, 0, 12, 0, DNA
42, 0, 9, 12, 21, 18, 27, 17, 7, 0, 20, 47, 11, 13, 0, 48, 18, 27, 40, 19, 0, 22, 9, 0, 4, 0, DNA
14, 0, 0, 3, 6, 2, 5, 3, 9, 0, 21, 6, 3, 4, 0, 4, 3, 7, 12, 10, 0, 6, 0, 0, 5, 0, DNA
17, 0, 3, 19, 15, 10, 13, 5, 19, 0, 29, 33, 8, 21, 0, 13, 11, 33, 30, 13, 0, 20, 6, 0, 11, 0, DNA
42, 0, 11, 36, 39, 10, 54, 11, 27, 0, 54, 43, 6, 24, 0, 27, 23, 24, 37, 33, 0, 37, 4, 0, 5, 0, DNA
35, 0, 19, 15, 25, 17, 43, 21, 5, 0, 28, 33, 4, 2, 0, 28, 16, 31, 53, 17, 0, 17, 2, 0, 12, 0, DNA
33, 0, 13, 24, 33, 19, 37, 9, 21, 0, 32, 38, 15, 22, 0, 33, 25, 30, 47, 35, 0, 35, 6, 0, 19, 0, DNA
53, 0, 13, 41, 96, 28, 96, 25, 99, 0, 94, 87, 26, 40, 0, 57, 66, 56, 41, 54, 0, 58, 32, 0, 39, 0, DNA
68, 0, 21, 38, 49, 19, 61, 35, 26, 0, 32, 82, 9, 25, 0, 133, 38, 47, 113, 56, 0, 55, 6, 0, 30, 0, DNA
21, 0, 0, 15, 29, 9, 13, 0, 12, 0, 10, 25, 3, 7, 0, 7, 6, 23, 9, 8, 0, 32, 1, 0, 4, 0, DNA
