F1, F2, F3, F4, F5, F6, F7, F8, F9, F10, F11, F12, F13, F14, F15, F16, F17, F18, F19, F20, F21, F22, F23, F24, F25, F26, Class
16, 0, 4, 19, 28, 7, 13, 7, 20, 0, 28, 19, 10, 18, 0, 32, 12, 19, 36, 22, 0, 24, 8, 0, 7, 0, DNA
23, 0, 4, 21, 36, 4, 20, 8, 24, 0, 16, 38, 5, 9, 0, 16, 10, 23, 17, 19, 0, 30, 1, 0, 5, 0, DNA
24, 0, 2, 18, 15, 6, 7, 1, 15, 0, 19, 14, 5, 9, 0, 26, 8, 13, 41, 11, 0, 23, 2, 0, 3, 0, DNA
9, 0, 0, 3, 9, 4, 3, 0, 3, 0, 4, 6, 1, 6, 0, 1, 1, 6, 5, 5, 0, 6, 0, 0, 1, 0, DNA
69, 0, 33, 55, 63, 34, 66, 36, 22, 0, 90, 77, 22, 46, 0, 90, 47, 48, 104, 62, 0, 54, 3, 0, 27, 0, DNA
18, 0, 8, 16, 25, 23, 15, 4, 30, 0, 31, 53, 10, 33, 0, 12, 9, 26, 39, 18, 0, 17, 5, 0, 7, 0, DNA
8, 0, 1, 1, 4, 2, 4, 0, 4, 0, 8, 8, 3, 1, 0, 2, 6, 6, 2, 6, 0, 3, 1, 0, 1, 0, DNA
10, 0, 1, 11, 12, 9, 6, 6, 17, 0, 18, 16, 2, 9, 0, 4, 12, 12, 12, 11, 0, 16, 0, 0, 6, 0, DNA
16, 0, 6, 26, 31, 23, 18, 10, 29, 0, 31, 31, 11, 21, 0, 14, 13, 21, 31, 21, 0, 22, 7, 0, 18, 0, DNA
16, 0, 0, 16, 11, 5, 15, 2, 15, 0, 12, 16, 5, 3, 0, 0, 10, 20, 11, 12, 0, 14, 0, 0, 2, 0, DNA
39, 0, 3, 18, 15, 14, 31, 12, 12, 0, 9, 34, 13, 15, 0, 54, 19, 32, 58, 33, 0, 22, 3, 0, 15, 0, DNA
18, 0, 0, 13, 23, 5, 19, 2, 24, 0, 18, 19, 4, 5, 0, 12, 2, 14, 11, 7, 0, 20, 4, 0, 9, 0, DNA
31, 0, 6, 20, 23, 13, 23, 9, 22, 0, 20, 38, 10, 8, 0, 17, 13, 32, 16, 17, 0, 24, 4, 0, 5, 0, DNA
57, 0, 2, 49, 57, 30, 32, 11, 35, 0, 49, 55, 16, 35, 0, 22, 22, 42, 41, 21, 0, 32, 10, 0, 22, 0, DNA
19, 0, 2, 21, 14, 11, 27, 8, 12, 0, 11, 24, 7, 8, 0, 15, 9, 20, 23, 11, 0, 25, 2, 0, 9, 0, DNA
15, 0, 0, 15, 9, 5, 15, 1, 14, 0, 14, 14, 8, 6, 0, 0, 10, 17, 14, 8, 0, 15, 1, 0, 2, 0, DNA
67, 0, 12, 40, 44, 22, 37, 17, 36, 0, 38, 62, 8, 18, 0, 40, 33, 51, 31, 28, 0, 45, 8, 0, 16, 0, DNA
81, 0, 2, 49, 90, 33, 45, 17, 48, 0, 63, 100, 22, 25, 0, 38, 38, 55, 35, 41, 0, 63, 5, 0, 28, 0, DNA
35, 0, 13, 28, 26, 13, 28, 12, 27, 0, 25, 52, 16, 17, 0, 30, 24, 29, 37, 20, 0, 26, 3, 0, 13, 0, DNA
5, 0, 1, 4, 11, 1, 8, 4, 6, 0, 7, 5, 5, 2, 0, 6, 5, 8, 6, 5, 0, 8, 2, 0, 9, 0, DNA
58, 0, 1, 31, 57, 14, 51, 12, 17, 0, 32, 79, 9, 8, 0, 32, 15, 51, 20, 21, 0, 42, 7, 0, 18, 0, DNA
12, 0, 0, 4, 10, 2, 3, 5, 4, 0, 2, 16, 3, 3, 0, 4, 10, 12, 8, 4, 0, 5, 0, 0, 1, 0, DNA
39, 0, 12, 21, 22, 15, 40, 21, 6, 0, 18, 43, 8, 12, 0, 62, 14, 31, 56, 30, 0, 17, 4, 0, 12, 0, DNA
14, 0, 0, 18, 13, 3, 5, 8, 10, 0, 7, 28, 4, 4, 0, 8, 4, 11, 12, 10, 0, 9, 3, 0, 6, 0, DNA
7, 0, 3, 17, 25, 10, 13, 10, 25, 0, 25, 31, 7, 21, 0, 8, 3, 15, 30, 7, 0, 23, 4, 0, 5, 0, DNA
9, 0, 0, 11, 16, 9, 9, 4, 10, 0, 18, 25, 6, 1, 0, 5, 8, 7, 17, 11, 0, 4, 3, 0, 9, 0, DNA
94, 0, 1, 36, 46, 20, 75, 18, 16, 0, 23, 91, 16, 18, 0, 36, 28, 50, 27, 44, 0, 56, 6, 0, 14, 0, DNA
18, 0, 0, 3, 8, 2, 4, 2, 8, 0, 20, 6, 2, 3, 0, 5, 4, 6, 18, 12, 0, 5, 0, 0, 5, 0, DNA
27, 0, 2, 5, 22, 9, 15, 6, 9, 0, 14, 27, 12, 22, 0, 25, 19, 14, 23, 17, 0, 13, 0, 0, 6, 0, DNA
32, 0, 8, 26, 51, 19, 16, 16, 22, 0, 43, 47, 8, 21, 0, 40, 15, 38, 47, 26, 0, 25, 4, 0, 17, 0, DNA
26, 0, 5, 16, 22, 11, 27, 20, 16, 0, 19, 34, 13, 27, 0, 36, 17, 15, 55, 27, 0, 23, 8, 0, 15, 0, DNA
40, 0, 3, 8, 20, 7, 19, 15, 6, 0, 15, 30, 4, 14, 0, 21, 16, 21, 35, 14, 0, 7, 4, 0, 8, 0, DNA
101, 0, 6, 23, 27, 12, 247, 7, 9, 0, 13, 15, 5, 7, 0, 41, 12, 50, 29, 12, 0, 17, 3, 0, 5, 0, DNA
68, 0, 2, 48, 57, 17, 50, 17, 43, 0, 44, 86, 30, 25, 0, 42, 27, 53, 46, 32, 0, 44, 6, 0, 15, 0, DNA
14, 0, 0, 15, 14, 3, 4, 6, 6, 0, 11, 11, 3, 7, 0, 5, 13, 14, 22, 5, 0, 3, 0, 0, 4, 0, DNA
17, 0, 3, 22, 42, 11, 18, 26, 23, 0, 19, 46, 16, 23, 0, 46, 23, 42, 43, 23, 0, 21, 8, 0, 13, 0, DNA
26, 0, 7, 21, 21, 22, 56, 5, 12, 0, 21, 22, 17, 26, 0, 18, 24, 19, 41, 15, 0, 27, 6, 0, 8, 0, DNA
19, 0, 0, 22, 24, 11, 6, 4, 9, 0, 23, 27, 5, 13, 0, 20, 8, 13, 31, 20, 0, 21, 1, 0, 4, 0, DNA
86, 0, 20, 90, 90, 64, 53, 45, 110, 0, 109, 142, 29, 89, 0, 94, 67, 96, 91, 116, 0, 78, 11, 0, 67, 0, DNA
3, 0, 1, 5, 7, 7, 6, 2, 7, 0, 13, 9, 1, 9, 0, 3, 2, 10, 7, 3, 0, 9, 1, 0, 3, 0, DNA
61, 0, 0, 32, 30, 19, 63, 13, 17, 0, 52, 27, 10, 35, 0, 32, 22, 30, 46, 29, 0, 45, 8, 0, 5, 0, DNA
59, 0, 0, 45, 28, 14, 63, 11, 23, 0, 47, 25, 8, 37, 0, 34, 22, 30, 53, 24, 0, 46, 7, 0, 6, 0, DNA
19, 0, 0, 3, 5, 1, 14, 3, 7, 0, 11, 17, 1, 8, 0, 5, 6, 10, 8, 5, 0, 6, 0, 0, 3, 0, DNA
19, 0, 0, 3, 5, 1, 14, 3, 7, 0, 11, 17, 1, 8, 0, 5, 6, 10, 8, 5, 0, 6, 0, 0, 3, 0, DNA
90, 0, 5, 47, 31, 30, 50, 19, 19, 0, 25, 48, 26, 49, 0, 85, 61, 55, 120, 59, 0, 37, 8, 0, 12, 0, DNA
7, 0, 0, 3, 4, 2, 17, 2, 6, 0, 11, 8, 2, 2, 0, 1, 2, 14, 2, 7, 0, 9, 0, 0, 4, 0, DNA
18, 0, 0, 3, 6, 1, 13, 3, 6, 0, 14, 16, 1, 6, 0, 5, 5, 12, 5, 4, 0, 8, 0, 0, 3, 0, DNA
16, 0, 0, 2, 7, 1, 14, 4, 6, 0, 13, 16, 1, 6, 0, 5, 5, 13, 5, 5, 0, 8, 0, 0, 3, 0, DNA
16, 0, 0, 2, 7, 1, 14, 2, 5, 0, 13, 16, 1, 6, 0, 5, 5, 12, 7, 6, 0, 9, 0, 0, 3, 0, DNA
19, 0, 6, 14, 24, 23, 12, 9, 21, 0, 25, 43, 9, 16, 0, 14, 15, 25, 36, 16, 0, 19, 5, 0, 9, 0, DNA
64, 0, 19, 107, 145, 69, 68, 42, 154, 0, 152, 208, 41, 151, 0, 89, 77, 79, 186, 96, 0, 111, 13, 0, 45, 0, DNA
24, 0, 1, 14, 33, 11, 8, 3, 12, 0, 29, 33, 6, 9, 0, 10, 6, 13, 6, 10, 0, 23, 4, 0, 9, 0, DNA
12, 0, 5, 10, 21, 6, 7, 6, 17, 0, 25, 16, 6, 6, 0, 12, 8, 6, 21, 14, 0, 6, 4, 0, 5, 0, DNA
32, 0, 17, 44, 39, 28, 33, 12, 42, 0, 67, 62, 10, 27, 0, 20, 23, 24, 59, 32, 0, 34, 8, 0, 19, 0, DNA
48, 0, 0, 43, 49, 24, 61, 11, 36, 0, 56, 58, 16, 35, 0, 18, 16, 32, 29, 47, 0, 43, 5, 0, 20, 0, DNA
23, 0, 1, 21, 27, 12, 17, 4, 23, 0, 29, 32, 7, 14, 0, 11, 19, 24, 30, 16, 0, 19, 1, 0, 3, 0, DNA
11, 0, 1, 15, 15, 10, 17, 2, 22, 0, 18, 24, 4, 16, 0, 5, 6, 13, 11, 10, 0, 14, 1, 0, 9, 0, DNA
19, 0, 3, 14, 17, 12, 12, 2, 19, 0, 32, 28, 9, 13, 0, 5, 9, 7, 21, 14, 0, 15, 0, 0, 7, 0, DNA
10, 0, 0, 5, 15, 1, 8, 2, 5, 0, 19, 14, 2, 3, 0, 4, 4, 7, 6, 9, 0, 4, 3, 0, 3, 0, DNA
53, 0, 7, 20, 15, 6, 42, 20, 26, 0, 26, 42, 11, 16, 0, 29, 115, 14, 49, 46, 0, 38, 1, 0, 5, 0, DNA
50, 0, 3, 24, 31, 21, 23, 9, 23, 0, 23, 48, 8, 29, 0, 21, 23, 36, 24, 25, 0, 30, 5, 0, 11, 0, DNA
35, 0, 4, 14, 26, 10, 24, 19, 28, 0, 27, 41, 14, 19, 0, 25, 13, 36, 27, 17, 0, 20, 8, 0, 13, 0, DNA
24, 0, 16, 40, 27, 26, 34, 19, 40, 0, 39, 75, 12, 26, 0, 29, 33, 21, 54, 42, 0, 46, 7, 0, 24, 0, DNA
7, 0, 0, 3, 8, 4, 8, 0, 4, 0, 1, 11, 4, 4, 0, 4, 2, 8, 3, 6, 0, 13, 3, 0, 1, 0, DNA
25, 0, 3, 15, 19, 11, 20, 3, 7, 0, 17, 18, 5, 8, 0, 16, 4, 20, 35, 12, 0, 20, 4, 0, 6, 0, DNA
13, 0, 2, 23, 38, 6, 13, 1, 18, 0, 22, 18, 2, 36, 0, 6, 11, 7, 17, 25, 0, 20, 4, 0, 4, 0, DNA
23, 0, 1, 16, 28, 10, 14, 10, 18, 0, 14, 31, 17, 4, 0, 19, 14, 24, 14, 14, 0, 10, 6, 0, 12, 0, DNA
63, 0, 1, 59, 68, 30, 41, 11, 67, 0, 60, 70, 18, 40, 0, 25, 27, 51, 50, 47, 0, 62, 4, 0, 29, 0, DNA
34, 0, 4, 22, 16, 8, 22, 7, 17, 0, 13, 36, 12, 18, 0, 9, 12, 35, 24, 16, 0, 24, 7, 0, 7, 0, DNA
18, 0, 5, 20, 38, 23, 26, 14, 29, 0, 51, 28, 11, 28, 0, 13, 12, 12, 43, 28, 0, 28, 3, 0, 15, 0, DNA
15, 0, 7, 15, 26, 7, 20, 17, 16, 0, 33, 32, 10, 11, 0, 18, 22, 20, 28, 10, 0, 34, 7, 0, 8, 0, DNA
29, 0, 40, 29, 77, 28, 77, 43, 22, 0, 63, 57, 12, 27, 0, 47, 48, 90, 68, 48, 0, 41, 16, 0, 32, 0, DNA
56, 0, 4, 18, 24, 10, 39, 8, 10, 0, 2, 41, 4, 0, 0, 30, 12, 45, 32, 23, 0, 33, 4, 0, 10, 0, DNA
38, 0, 8, 24, 33, 25, 44, 8, 16, 0, 27, 55, 6, 15, 0, 45, 24, 32, 40, 24, 0, 41, 8, 0, 9, 0, DNA
104, 0, 3, 38, 46, 14, 58, 25, 16, 0, 15, 99, 10, 19, 0, 55, 18, 54, 23, 35, 0, 48, 10, 0, 15, 0, DNA
3, 0, 0, 4, 11, 5, 5, 6, 7, 0, 9, 12, 5, 7, 0, 5, 6, 10, 13, 8, 0, 2, 2, 0, 7, 0, DNA
17, 0, 0, 3, 8, 2, 4, 2, 8, 0, 19, 6, 2, 3, 0, 5, 4, 6, 19, 11, 0, 7, 0, 0, 5, 0, DNA
36, 0, 0, 15, 11, 6, 9, 2, 7, 0, 8, 20, 9, 7, 0, 7, 7, 21, 19, 11, 0, 18, 2, 0, 5, 0, DNA
18, 0, 3, 27, 46, 8, 19, 7, 16, 0, 46, 35, 10, 28, 0, 12, 18, 26, 22, 19, 0, 22, 3, 0, 15, 0, DNA
20, 0, 15, 14, 29, 15, 24, 15, 19, 0, 19, 37, 10, 25, 0, 36, 20, 22, 33, 23, 0, 27, 9, 0, 13, 0, DNA
12, 0, 7, 18, 16, 27, 25, 6, 41, 0, 45, 54, 7, 36, 0, 12, 8, 15, 41, 20, 0, 26, 5, 0, 12, 0, DNA
40, 0, 3, 13, 22, 11, 34, 6, 22, 0, 48, 36, 5, 15, 0, 18, 7, 12, 31, 17, 0, 24, 1, 0, 7, 0, DNA
24, 0, 3, 7, 27, 6, 25, 3, 8, 0, 12, 8, 7, 9, 0, 13, 16, 7, 21, 6, 0, 9, 1, 0, 7, 0, DNA
44, 0, 1, 33, 22, 22, 16, 13, 23, 0, 52, 44, 2, 25, 0, 9, 27, 21, 46, 33, 0, 35, 3, 0, 24, 0, DNA
13, 0, 9, 10, 15, 8, 8, 4, 5, 0, 17, 21, 12, 27, 0, 24, 30, 6, 42, 21, 0, 13, 11, 0, 9, 0, DNA
10, 0, 4, 9, 18, 11, 17, 3, 22, 0, 18, 21, 8, 11, 0, 7, 5, 11, 14, 16, 0, 12, 1, 0, 14, 0, DNA
27, 0, 7, 23, 30, 16, 25, 6, 28, 0, 30, 39, 8, 32, 0, 21, 26, 20, 48, 29, 0, 22, 3, 0, 6, 0, DNA
18, 0, 3, 8, 10, 12, 11, 2, 17, 0, 20, 16, 6, 7, 0, 11, 7, 10, 13, 8, 0, 14, 0, 0, 7, 0, DNA
20, 0, 0, 9, 20, 12, 18, 8, 10, 0, 14, 24, 1, 9, 0, 24, 10, 13, 11, 12, 0, 18, 5, 0, 9, 0, DNA
27, 0, 5, 28, 28, 25, 27, 9, 40, 0, 42, 29, 7, 19, 0, 16, 10, 16, 22, 32, 0, 32, 6, 0, 19, 0, DNA
29, 0, 2, 6, 12, 6, 17, 12, 6, 0, 14, 16, 6, 11, 0, 31, 18, 12, 44, 15, 0, 10, 3, 0, 19, 0, DNA
7, 0, 0, 3, 10, 3, 8, 4, 5, 0, 8, 7, 3, 2, 0, 5, 3, 8, 5, 6, 0, 4, 0, 0, 3, 0, DNA
26, 0, 6, 17, 40, 15, 17, 14, 9, 0, 22, 30, 11, 15, 0, 35, 12, 16, 37, 15, 0, 9, 2, 0, 9, 0, DNA
6, 0, 4, 2, 6, 3, 8, 7, 8, 0, 4, 7, 3, 3, 0, 4, 7, 6, 10, 5, 0, 10, 1, 0, 0, 0, DNA
21, 0, 0, 15, 17, 8, 15, 7, 14, 0, 6, 31, 4, 5, 0, 10, 9, 22, 8, 11, 0, 16, 2, 0, 4, 0, DNA
27, 0, 19, 29, 36, 19, 24, 17, 23, 0, 37, 43, 13, 12, 0, 21, 19, 26, 28, 25, 0, 26, 6, 0, 11, 0, DNA
31, 0, 5, 22, 37, 16, 22, 5, 8, 0, 18, 35, 6, 5, 0, 25, 13, 31, 13, 15, 0, 38, 8, 0, 13, 0, DNA
22, 0, 12, 17, 25, 20, 22, 21, 16, 0, 25, 36, 12, 26, 0, 48, 21, 18, 52, 19, 0, 31, 8, 0, 14, 0, DNA
36, 0, 0, 9, 30, 6, 32, 6, 6, 0, 8, 46, 4, 0, 0, 23, 4, 29, 7, 11, 0, 16, 5, 0, 7, 0, DNA
10, 0, 3, 8, 9, 5, 22, 5, 10, 0, 13, 10, 2, 15, 0, 25, 8, 9, 21, 19, 0, 12, 1, 0, 4, 0, DNA
10, 0, 0, 16, 5, 5, 9, 2, 18, 0, 18, 20, 1, 8, 0, 9, 9, 9, 9, 7, 0, 5, 0, 0, 10, 0, DNA
24, 0, 7, 18, 30, 12, 36, 14, 20, 0, 21, 33, 11, 14, 0, 48, 26, 34, 52, 36, 0, 23, 4, 0, 16, 0, DNA
15, 0, 2, 18, 19, 10, 10, 9, 23, 0, 31, 32, 5, 20, 0, 10, 9, 13, 16, 22, 0, 16, 4, 0, 9, 0, DNA
110, 0, 3, 32, 33, 13, 57, 63, 12, 0, 20, 57, 7, 32, 0, 53, 31, 39, 84, 37, 0, 21, 6, 0, 13, 0, DNA
6, 0, 4, 7, 8, 6, 9, 1, 1, 0, 9, 10, 2, 1, 0, 2, 3, 5, 3, 3, 0, 6, 2, 0, 1, 0, DNA
62, 0, 6, 19, 28, 16, 46, 27, 24, 0, 12, 30, 17, 30, 0, 56, 29, 33, 87, 35, 0, 31, 4, 0, 21, 0, DNA
35, 0, 4, 18, 15, 9, 25, 4, 22, 0, 14, 29, 4, 4, 0, 22, 10, 23, 15, 13, 0, 26, 4, 0, 9, 0, DNA
10, 0, 3, 8, 10, 5, 7, 0, 8, 0, 14, 18, 2, 6, 0, 3, 6, 7, 6, 10, 0, 4, 1, 0, 7, 0, DNA
10, 0, 2, 6, 9, 2, 8, 5, 9, 0, 10, 16, 5, 4, 0, 6, 9, 6, 5, 5, 0, 12, 3, 0, 8, 0, DNA
37, 0, 3, 18, 44, 6, 41, 11, 10, 0, 65, 23, 7, 3, 0, 56, 14, 34, 52, 25, 0, 31, 1, 0, 5, 0, DNA
20, 0, 8, 23, 37, 12, 25, 9, 11, 0, 32, 35, 11, 14, 0, 13, 13, 27, 12, 10, 0, 23, 3, 0, 10, 0, DNA
17, 0, 1, 19, 22, 12, 10, 4, 35, 0, 37, 32, 2, 18, 0, 8, 11, 18, 27, 16, 0, 11, 0, 0, 9, 0, DNA
51, 0, 3, 39, 72, 22, 37, 14, 53, 0, 32, 63, 13, 17, 0, 26, 26, 60, 23, 37, 0, 44, 0, 0, 26, 0, DNA
23, 0, 3, 11, 23, 14, 14, 6, 23, 0, 15, 27, 9, 13, 0, 11, 14, 16, 18, 13, 0, 11, 4, 0, 11, 0, DNA
22, 0, 1, 9, 18, 10, 18, 9, 18, 0, 7, 26, 3, 13, 0, 10, 9, 18, 12, 14, 0, 10, 4, 0, 8, 0, DNA
73, 0, 6, 45, 54, 22, 43, 22, 31, 0, 31, 65, 17, 38, 0, 47, 32, 46, 45, 41, 0, 36, 3, 0, 18, 0, DNA
4, 0, 0, 5, 7, 2, 5, 0, 1, 0, 14, 3, 3, 1, 0, 1, 0, 4, 3, 3, 0, 7, 1, 0, 2, 0, DNA
54, 0, 4, 25, 21, 12, 45, 10, 9, 0, 29, 30, 8, 10, 0, 37, 6, 17, 83, 13, 0, 14, 4, 0, 9, 0, DNA
8, 0, 0, 9, 12, 3, 4, 3, 15, 0, 19, 16, 4, 7, 0, 1, 7, 8, 13, 8, 0, 10, 0, 0, 4, 0, DNA
10, 0, 1, 13, 15, 4, 8, 7, 10, 0, 5, 9, 3, 1, 0, 5, 4, 17, 10, 6, 0, 11, 0, 0, 4, 0, DNA
42, 0, 18, 68, 54, 46, 39, 20, 70, 0, 60, 106, 22, 95, 0, 32, 42, 33, 94, 56, 0, 37, 8, 0, 37, 0, DNA
31, 0, 7, 11, 18, 9, 25, 5, 6, 0, 12, 27, 8, 4, 0, 26, 18, 30, 20, 12, 0, 18, 3, 0, 8, 0, DNA
10, 0, 0, 4, 10, 3, 3, 0, 2, 0, 15, 5, 2, 5, 0, 7, 3, 7, 3, 6, 0, 3, 1, 0, 4, 0, DNA
14, 0, 4, 14, 25, 28, 34, 4, 31, 0, 46, 46, 11, 20, 0, 17, 15, 14, 45, 19, 0, 23, 7, 0, 15, 0, DNA
44, 0, 25, 49, 55, 20, 56, 17, 21, 0, 58, 59, 13, 32, 0, 44, 35, 58, 60, 39, 0, 56, 13, 0, 28, 0, DNA
45, 0, 27, 56, 61, 21, 61, 15, 21, 0, 51, 55, 16, 32, 0, 40, 33, 68, 59, 36, 0, 55, 14, 0, 27, 0, DNA
34, 0, 4, 57, 63, 40, 35, 8, 84, 0, 78, 89, 16, 48, 0, 24, 13, 38, 55, 32, 0, 42, 9, 0, 33, 0, DNA
9, 0, 1, 22, 16, 11, 22, 3, 23, 0, 18, 31, 9, 17, 0, 21, 14, 16, 19, 14, 0, 16, 3, 0, 14, 0, DNA
26, 0, 1, 9, 12, 2, 35, 11, 4, 0, 17, 20, 25, 15, 0, 26, 18, 17, 36, 14, 0, 12, 3, 0, 14, 0, DNA
31, 0, 1, 9, 10, 7, 26, 4, 4, 0, 14, 17, 4, 4, 0, 49, 13, 14, 19, 12, 0, 11, 4, 0, 12, 0, DNA
40, 0, 2, 8, 10, 3, 26, 14, 4, 0, 13, 24, 4, 11, 0, 43, 25, 16, 25, 10, 0, 17, 4, 0, 14, 0, DNA
39, 0, 23, 34, 61, 39, 34, 18, 36, 0, 59, 62, 9, 35, 0, 52, 26, 32, 90, 41, 0, 19, 8, 0, 22, 0, DNA